label,text
1,bons disciples de jour! gars dormir avec ein moh .. haha ​​ta os!
1,Coupant les bits de ma nouvelle couette. J'aime ce lot
0,Vraiment besoin de faire quelque chose. Regardé un à plusieurs hannah montanna's
0,Ah fuck rester en place. Je suis trop fatigué pour cette merde. Nuit nuit tweeters.xxxx
0,"Annalisa, je suis tellement excité aussi! Bien sûr, mon système s'est complètement arrêté sur moi aussi ce matin, lol, je me déplace comme une vieille chèvre."
0,Ça doit avoir été agréable
0,Je viens de perdre 2 abonnés.
0,"Nooo, mes amis les plus proches de ce semestre partent dans deux jours ... et mes amis les plus proches du secondaire vont revenir cette semaine"
1,Je pourrais travailler quelque chose cet été. Un autre projet de savon. Gardez les doigts croisés.
1,Berne est la capitale suisse: regardez ceci:
0,Sera mia jusqu'au 13 juin. Finales
0,Le temps est bon mmm quoi faire aujourd'hui ??? La honte marche demain
0,Ça pique tout simplement. J'ai pleuré mon dernier jour d'école.
0,"Il y a une décennie ... je n'ai jamais pensé que je serais ... au bord de la combustion spontanée, qu'est-ce que je suis."
0,"Non, je ne suis pas d'accord, kayleigh est en train de me harceler comme tu peux le voir /"
0,Je suis triste que je n'entende pas l'appel d'Ellen à gladys au travail ....
0,Est-ce qu'il y a des larmes b / c d'un horrible mal de dents?
0,Famille en ville difficile à mettre sur le web
0,je m'ennuie. & Amp; Beaucoup de choses.
0,"... Pourquoi je ne peux pas rechercher des nombres avec vous, je veux savoir qui est dans tous ces sujets"
0,En écoutant: & quot; jack penate ai-je été une fool video musicale sur imeem video & ironie ... ()
0,"Ughh j'ai couru quelque chose au sujet du travail. Maintenant, j'ai un pneu crevé et j'ai manqué mon appt"
0,"Je me demandais ce qui s'est passé ... c'est cool, vous avez un bon week-end!"
0,Ne me dis pas qu'il a commenté. ;;)). Vous n'êtes pas en ligne
1,Pourriez-vous me faire une grande faveur et voter pour moi sur sfeed afin que je puisse gagner la compétition? Je fais mon set
1,Saint merde homme. Je connais aujourd'hui.
0,: Tu te moques de mon ami? mon copain? mon pote....
1,Nous devons tous faire ça lol. Il le fera aussi et quand il pourra vous dire la même chose lol. c'est parfait
1,"Quand je serai riche, je vais vous acheter la chaise assortie"
0,"Ahh tellement dans mon esprit ... je ne peux pas m'en occuper en tout dans un jour, les finales sont nulle."
1,Qui veut aller au cinéma?
0,Mes yeux sont coincés ensemble ...... des mondes stupides!
0,Est-ce que je dois toujours livrer le bon? Je suis seulement humain ... soupirent le fardeau d'être populaire
0,"ennuyé ennuyé ennuyé! Je ne me suis jamais réveillé assez tôt pour glasgow, je vais essayer demain demain! Haha, le temps est trop grave!"
0,Se sentent fêtant mais n'ont rien à célébrer
0,"Hou la la ! C'est génial! Apprenez-vous l'allemand à l'école? Schömapell patricia, schö bit a austria ..."
0,Mangé par un requin pendant l'ère crashbandicoot maintenant mangé par un alligator en rési5
0,"Moi 2 lol ... il est arrivé une heure plus tôt ici à la maison que dans l'école, donc je oublierais que je vais te laisser entendre"
1,À la recherche d'amis sur Twitter avec plaisir
0,"Pas donné votre nom et votre avatar, je dirais que c'est assez normal. Malheureusement pour moi, je pensais que l'aristocratie"
1,"Week-end amusant lors d'un mariage en nc. Maintenant en direction de Fl, puis à la. J'aime mélanger les affaires avec plaisir."
1,"Je vous remercie. Je ne pense pas qu'ils se rendent compte combien il fait mal d'avoir des gens que vous allez à l'école chaque jour, dis ces choses."
0,C'est un lundi. Laissez la folie commencer. J'ai déjà manqué mon bff
1,Il faut vraiment descendre
1,avoir maintenant!
0,Dernières heures dans la! Se dirigeant vers le bas pour voir kathryn dans hermosa avant de partir à laxiste cet après-midi
1,"Pas tellement, mais j'ai l'idée que je vous entends sur l'épuisé, tôt pour travailler aujourd'hui. Mais je suis seulement ici pour une demi-journée, yay!"
1,Est-ce qu'il n'y a pas de moyens plus faciles de faire ses cheveux avec le style? Content qu'il soit bien! Vraiment heureux!
0,"Une autre année et je manque encore une fois, il ressemble à un bon moment et ravi que la météo soit magnifique. L'année prochaine, vous allez"
1,"Mon ami a volé mes chaussures aujourd'hui et les a mis dans la poubelle, c'était hilarant. Je me suis promené tout le déjeuner avec juste des chaussettes."
0,Dang nous n'avons pas de sonic ici
1,"Salut les amis ... j'ai été poignardé dans ma joue droite la nuit dernière! Mais je vais bien, juste un jus de butin sur l'oreiller ... c'est tout!"
0,Aww je sais que j'ai senti comme ça hier au travail
1,* * Ahhhhhhhh commence à balancer? ~ 4onxp
0,Ennuyé ... il ne pleut rien à faire
0,"Maintenant oui, jack johnson ne se charge pas"
1,... mais j'ai trouvé une demi-tasse de beurre assise au micro-ondes ce matin. Ils ont peut-être besoin de muffins ...
1,Je suis prêt à vous voir. Mais je vais être patient ... juste moi ... jz_
0,"Mec, je jure que quelqu'un a obtenu un tuyau et a aspiré tout le putt de gaz ma voiture"
0,Appel du devoir 4: mw - 6 tue 14 sièges morts wtf
0,"S'est réveillé ... a pris quelque chose, et devrait revenir au lit rapidement ..."
0,"Mon estomac agite à nouveau, je pourrais être intolérant / allergique aux grains de café peut-être? Cela devrait être réellement suck though"
1,"Pour expliquer, je suis le «cuisinier» au «chef» de mon frère (c'est-à-dire maggie vs simon)"
0,Jen ne me laisserait pas
0,"Jon & amp; Kate pour le casser? Haïssent cette fille, et ce spectacle, mais des enfants pauvres ..."
1,Je viens juste de constater que je suis tout droit à ce semestre! Oui!
0,Je reçois le prix du mauvais ami. Censé appeler quelqu'un il y a quelques heures et maintenant il est trop tard.
1,"Monique, est de Beloeil, juste à l'extérieur de Montréal. Bien sûr, j'ai vécu à memphis quand je suis venu de Grèce."
1,Est-ce que vous avez tous les autres en train de faire appel à la suite? J'aimerais m'impliquer
