label,text
1,La nuit au musée 2 était étonnamment bonne ... Star Trek maintenant! & Lt; 3
0,"Mec, je manque ces filles comme un fou"
0,Omfg mon père va afghanistan
1,Quelles sont les filles à hautes échelles avec lesquelles vous épousez? Jetez dans quelques mini-boulettes de viande et je sors ...
0,Est-ce que je vais avoir 1 fois 1 fois?
0,Abby part pour le camp aujourd'hui pendant 7 jours! J'espère que je survivrai. Elle va exploser - je suis déjà misérable.
1,sensationnel. Le sujet est déjà sur les sujets de tendance. [Des Philippines].
1,Le vert est bon
0,J'ai retiré mon téléphone d'une triste histoire ... je le récupère le dimanche !!
1,"- oh, j'adore ton groupe aussi ♥"
1,"Les citations ne fonctionnent pas, essayé cela lorsque je l'ai configuré"
0,J'ai mal à la tête et je ne veux pas aller à cette fête
0,"Boo, je ne peux pas voir l'image! 404: introuvable"
1,Lisez la série Twilight une fois de plus c'est ce que je fais si je m'ennuie. Ou lisez 'der geschmack von apfelkernen' que rockz!
1,"Eh bien, votre italien est meilleur que mon français !!!!! : /"
1,"La modélisation on m'a demandé beaucoup de fois, mais idk s'ils sont des agences de confiance"
0,Ne demande rien
1,"Cours de conduite en 25min. Et il pleut: | Mais mon papa me fait mon petit-déjeuner, donc tout va bien"
0,Vous plaisantez! J'ai pensé que je viendrais avec ce haha
1,Mais j'ai toujours aimé & georgia dans mon esprit. & Quot; Ce serait génial si vous l'avez fait
0,j'ai besoin d'un travail..........
0,Je dormais et maintenant je suis encore fatigué
1,Je ne peux pas le croire !!! J'ai hâte de rencontrer un artiste célèbre à l'airpotodaiii !!! Aww l'aime !!! elle est géniale!!! Ana barbara bébé!
1,"- ok, ça se pose au plus haut niveau"
0,Attend temporairement le futur magazine de musique juin 2009!
1,Je regarde le cricket à nouveau. Hello.fb.lol
1,"Lmao .... je suis sûr qu'il ira bien! Il a probablement une équipe pour faire tout, de se brosser les dents pour attacher ses chaussures .... lol"
1,Claire a dit autour de midi demain? Est-ce que c'est factuel?
1,"Ont eu un bon bowling en soirée, connaissant un nouvel ami. très sympa."
0,Ma vie est une montagne russe. Il monte et descend tout le temps.
1,En voyant la caméra obscura ce soir.
0,(Suite) coeur ... je n'ai pas eu autant d'attention pour lui après mon enfant tyranniquement mignon pour le meilleur paof 7 ans qu'il était
0,"Lmaoff j'ai besoin d'une merde lol. C'est triste, je peux voir le téléphone Twitter twitter lol"
0,"Au lit, ma collation de minuit et moi, deux ans, il y a une grosse fille en moi quelque part"
1,Getsta ready 4 dis show a obtenu la robe la plus chaude eva merci 2 beyonce n maison de deron ne l'obtient pas tordu imma tru diva money aint a thing !!
1,"Oui, les bons moments"
0,aller dormir. Blahh journée complète d'école demain triste tristement. Hahaha night!
0,Je ne me suis pas rendu compte que mon affiche était que je devais que les murs de la résolution aient été révisés à nouveau
0,"J'ai été licencié, je me sens si mal ... maudit l'économie."
0,Je viens de rentrer d'un déjeuner génial avec Carson Taylor .... faire ses devoirs maintenant
0,"Presque terminé, les vêtements ont beaucoup de tasses décorées, mais pas encore finies, toujours dans mon enveloppe de serviettes de toilette en faisant des tâches ........ yay étant la maison seule!"
1,Merci les gars ... c'est un début! Je me rends enfin compte que le travail dur paye ... littéralement!
0,"Je suis désolé d'entendre cela, liz. Vous devez essayer de penser que cela s'est peut-être passé de cette façon pour une raison."
