label,text
1,"Hmmmm ... ça reste sur la croisière! 2010, je suis là! En économisant maintenant. Je naviguerai avec vous ..."
0,"Est-ce que les jeux sont à dos avec un but! C'est dommage que nous ayons perdu encore de l'amusement. Heure de sommeil, puis vendredi!"
0,C'est vendredi ... mais pas pay-day
0,"Itunes ne lira pas mes données d'exécution, je ne peux plus les télécharger pour les prochaines semaines, je suppose que je l'ai réglé ..."
1,"Se balançant avec mon petit neveu, ayant un merveilleux moment."
1,", Aww that's a bummer ... continuez le bon combat ..."
0,Je le dirais. Tous les hôtels que j'ai eu ont des lits vraiment doux. Ça fait mon retour hu
1,Lisez ce blog incroyable au sujet du vin et de la nourriture
1,Enfin à la maison ... va changer de vêtements et se diriger vers le salon de coiffure ... optimiste pour ce soir
1,Une autre semaine commence
0,"Est excité, fête de plage, mais aussi très malade."
0,Bonjour. J'espère que tout le monde a passé un super weekend. Pas prêt à retourner au travail mais je suppose que nous n'avons pas le choix
0,C'est génial! Mais il fonctionne si lentement sur mon ordinateur oldish
0,A délimité 2 présidents morts tandis que le monde est sur la bite de Drake. Le hip hop est vraiment mort
1,J'étais dans un groupe une fois
0,"Donc sur le nettoyage. Mais propre, nous devons."
0,O merde! Je l'ai oublié ... quand est le jour des pères? J'ai toujours mes dates mélangées
1,Essayant de terminer les bonbons que j'ai eu pour mon anniversaire ...
0,Le travail me rend douloureux
0,je déteste ma vie. Pourquoi l'école existe-t-elle dans ma vie? 3 jours.........
