label,text
0,En augmentant principalement l'amygdalite au fur et à mesure de la journée
0,Vient de faire un cul complet d'elle-même ...
0,La lecture de l'étagère est la tâche la plus difficile lorsque vous êtes à demi endormi
1,gazouille bonne journée!
0,"Wow, aucun amour pour les téléphones symbiens dans son discours"
1,Travaille également dans l'éditeur de texte
0,"Heureusement, je veux aller si mal. Je ne sais pas si les finances me laisseront mal. Ce qui est pire, c'est que l'alabama n'est pas si loin du Texas"
1,Sortir avec les soeurs en attente de mike pour sortir du travail & lt; 3
0,"Im fixn 2 bash mes amis maintenant, je suis triste et déprimé. Ma vie est tellement triste."
1,"salut chérie! comment était ta journée? J'étais bien, l'école a été une douleur aujourd'hui, mais j'ai survécu aux plans de la semaine et de la semaine Je pense que le mien sera gr8!"
