label,text
0,"Nous allons appeler maman et elle vérifie la météo pour nous, alors si nous allons simplement nous asseoir et attendre"
0,retour à la maison. Temps de sommeil. Mes blessures par injection ont encore des blessures.
0,Mon t.v est cassé. Mon grille-pain est cassé. Mon micro-onde a explosé. J'ai examiné 2 jours. Ma vie est nulle.
1,J'ai essayé mais je suis incapable de suivre plus de personnes ...
0,"Ferme-toi et détends-toi (désolé, j'espère que tu trouveras de meilleurs jours)"
0,Attend temporairement le futur magazine de musique juin 2009!
0,Je ne me suis pas rendu compte que mon affiche était que je devais que les murs de la résolution aient été révisés à nouveau
1,Je ne peux pas le croire !!! J'ai hâte de rencontrer un artiste célèbre à l'airpotodaiii !!! Aww l'aime !!! elle est géniale!!! Ana barbara bébé!
0,Awww. Est-ce que le photoshopping va? Tu me manques tellement les gars! J'ai hâte de revenir pour vous voir tous et avoir du plaisir à la plage!
1,"- oh, j'adore ton groupe aussi ♥"
1,"Shopping, plage ??"
0,Je ne peux pas trop briser pour obtenir un nouveau routeur. Besoin de réparer le réfrigérateur et la première voiture lol
0,Est-ce que je vais avoir 1 fois 1 fois?
1,"Oh non, elle mange moins .... mais ils pensent que ça va me rattraper un jour"
1,"Ooh ... ça sonne ... ouais ... ça juste ... ça sonne vraiment. Ne peut pas penser à un adjectif. Tweet plus tard, alors!"
1,Je le ferai si vous me dites votre mot de passe sur votre ordinateur.
0,J'aime alexa chung mais ça me fait penser à l'alexa de l'école.
1,Je suis trop âgé pour avoir à m'asseoir dans une classe de 6 heures sur un samedi matin. Mais ... je le supporterais - ça en vaut la peine
1,La nuit au musée 2 était étonnamment bonne ... Star Trek maintenant! & Lt; 3
1,Notre sac était de 51 livres. sensationnel. Le mari a bien fait. Une chaussure et nous avons rencontré la limite de 50 lb sur nous allons en jambe un du voyage à ok!
0,Cette semaine est ma propreté profonde la semaine de la maison. Mon soldat sera parti.
0,"Oui, je le dirai ... vous êtes dans memphis à droite? Je suis proche de knoxville et ça ne se sent pas beaucoup mieux"
0,"À cause de mon chien, elle était lâche! & Lt; & lt; go lakers & gt; & gt;"
1,16 jours ouvrables supplémentaires
0,Vous plaisantez! J'ai pensé que je viendrais avec ce haha
0,Les prix nhl me font pleurer lamer !!
1,Getsta ready 4 dis show a obtenu la robe la plus chaude eva merci 2 beyonce n maison de deron ne l'obtient pas tordu imma tru diva money aint a thing !!
0,Dangit! Ça me l'a fait aussi tôt. Idk. Je sais juste que nous ne pouvons voter que toutes les 20 minutes.
0,J'ai perfectionné mon propre jeu-doh grâce à la recette secrète de Judy! Mais je manque mes amis mh que je n'ai pas vu aujourd'hui. Sebastian aussi. soupir..
0,", Vous parlez-vous de scott et moi?"
0,Stephen est 18. idt mes parents l'approuveront maintenant lol
1,Dans l'attente de les entendre.
0,Heure du coucher? ..... doit travailler tôt demain ... 8 heures du matin
1,"Juste à côté de Bankstown, il a quitté la crise de la maison il y a dix minutes. Fait du marathon avec ma maman"
1,"Honte, tu n'as pas d'alife"
1,Heyyah je suis nouveau sur ce haha ​​... =] donc je dunt rilli savoir ce qu'il faut faire ...? X peut résumer help meh ..? X please ... thanks
0,"Je suis désolé d'entendre ça, Ashton. J'espère que vous allez réussir"
1,Sur l'avion volant plus haut pour sauter!
1,"Owww, nous allons vous chanter une chanson de bon anniversaire, naomi, et vous l'envoyer! Pouvez-vous me rappeler de le faire!"
1,Claire a dit autour de midi demain? Est-ce que c'est factuel?
1,"Nah ne vous souvenez pas de cela & amp; St8 up mikey désolé, mais ce ish n'est pas myspace pour moi ma façon de rester en contact en ne donnant pas mon # out"
0,Omfg mon père va afghanistan
1,Je suis encore en haut ... trop tard [en morninq.] Je pense que je reste debout. Je travaille au travail. Trouver à la maison nd & amp; Puis dors ... alors studio ...
0,Tout droit pour certains ...
0,Le jour de la facture me met de mauvaise humeur.
0,Vient de laisser tomber le petit avec la grand-mère lanny tranny. C'est tellement triste de la voir partir.
1,J'ai passé un bon moment chez mon grand-père. Toujours une bonne nourriture à avoir eu là.
0,"Aw! Jake, qu'est-ce qui s'est passé? J'espère que tout s'améliore"
1,De retour des élections européennes!
1,Il faut que je pousse ces armes ... alors je vais le mettre comme mon fond d'écran ...
1,À moins que ... à moins que liam neeson ne se promène régulièrement en costume. Alors peut-être que c'était le «vrai» qui-gon jinn.
0,L'écorce jurassique & quot; L'épisode de futurama me rend toujours si triste.
1,"Tiff ici je viens: x: x: x souhaite-moi chance, voyez-vous lundi: *: *: *"
1,Merci les gars ... c'est un début! Je me rends enfin compte que le travail dur paye ... littéralement!
1,Seulement en haut! Watchin & quot; suite life on deck & quot; Je dois aimer disney x
1,"Wow, 2 excellents! Yay! Bien pour vous! à votre santé! Bien au moins votre vie est maintenant productive, contrairement à la mienne. Lol!"
1,Je suis vraiment content d'avoir la cara en tant que soeur
0,"Presque terminé, les vêtements ont beaucoup de tasses décorées, mais pas encore finies, toujours dans mon enveloppe de serviettes de toilette en faisant des tâches ........ yay étant la maison seule!"
0,Abby part pour le camp aujourd'hui pendant 7 jours! J'espère que je survivrai. Elle va exploser - je suis déjà misérable.
1,"Lmao .... je suis sûr qu'il ira bien! Il a probablement une équipe pour faire tout, de se brosser les dents pour attacher ses chaussures .... lol"
1,salut! Je prépare une vidéo aussi ... Restez à l'écoute!
0,j'ai besoin d'un travail..........
1,"Je viens de faire du thé, c'est le plus longtemps que j'ai dormi depuis longtemps"
1,Poème de montagne --- & gt; mon préféré
1,C'est ok - zeb s'entend bien avec les femmes bosses ... en anglais ou en chinois
0,"Omgod ce chien! Lol, je manque mon petit pistolet en plastique rouge - sighhh, je pense que les vieux nintendos de l'école sont coûteux maintenant."
1,Petit-déjeuner chaud après une longue nuit? Je pense que oui!!
1,"La modélisation on m'a demandé beaucoup de fois, mais idk s'ils sont des agences de confiance"
1,Commencer à suivre pourrait être une bonne façon d'alléger votre chemin.
0,Is-sing .. et je le déteste pour aller à la maison
0,"Parce que les dentistes ont dit qu'ils étaient mauvais pour nos dents et nos gencives ... sérieusement, j'étais très agacé"
1,dit je me suis cassé le porte-clés de fraise de Aryanna! (Lmao) ayaw kasi yung vid pour montrer nia cp
0,Ce sera une longue journée et je ne me sens pas du tout. J'aimerais pouvoir récupérer
1,Lol j'ai vraiment dormi pendant environ 20 minutes et amp; se réveilla. A dû être une sieste tardive parce que je suis resté après minuit.
0,"Merci! Je bois normalement du coke quand je ne me sens pas bien, mais nous n'avons eu aucun"
1,Awww nsh je pourrais vous téléphoner si vous aimez le mieux obtenir comme un gazzion livres de crédit avant ito tho lol roaming charges suck lol
1,Juste être mon soi malicieux habituel (inseevil rire ici)
1,"Otakuismarlly, avait changé de vêtements soakith-ith et vous a attrapé la glace-ième. Maintenant, l'être mange joyeusement et gazouillant"
1,Eaux violentes aujourd'hui et vendredi disneyland
0,Examen de mathématiques demain. Ça ne va pas
0,Règlement de l'école secondaire byrdz n delinquentz n'est pas comment je veux passer ce beau jour ... 6.5 heures supplémentaires
1,Enfin libre et aller à la plage
1,"Cours de conduite en 25min. Et il pleut: | Mais mon papa me fait mon petit-déjeuner, donc tout va bien"
0,Poop j'ai vu que je pensais que c'était juste le supponot la mise à jour mms ... merci pour la mise à jour
0,"salut les gars. j'aime l'Italie. Pardon. Cependant, je manque la nourriture mexicaine"
0,c'est officiel. Six drapeaux ont fait faillite
1,maison!!!! Regarde ça!!!!!!
1,"Étudie à nouveau ... heureux 4/20, tout le monde. Xx"
1,Mais j'ai toujours aimé & georgia dans mon esprit. & Quot; Ce serait génial si vous l'avez fait
0,Je viens de rentrer d'un déjeuner génial avec Carson Taylor .... faire ses devoirs maintenant
1,"L'électricité est de retour sur le moment, il suffit de travailler pour obtenir plus de 4 heures de sommeil par nuit et risqueront!"
1,Je suis allé juste pour une belle baignade dans la nouvelle piscine
1,"Oh, merci: 3, je vais expédier demain"
0,C'est le pire !! Je tombe littéralement au sol quand cela se produit
0,"Ça compte, idk pourquoi je l'ai fait non plus. Tu ne me parles plus"
1,"insultant? avez-vous inventé il? Maintenant, je sais ce qu'il vous faut pour votre anniversaire:"
0,"Lmaoff j'ai besoin d'une merde lol. C'est triste, je peux voir le téléphone Twitter twitter lol"
1,"Ont eu un bon bowling en soirée, connaissant un nouvel ami. très sympa."
0,"Je ne veux pas faire mon examen d'anglais, je n'aime vraiment pas l'anglais et je vais pouvoir échouer de toute façon .... grrs, stupide examen"
0,"nous ferions mieux! Abonnez-vous à demain, je manquerai l'Espagne"
